,name_product,color,description,cloth_path,material,price,rates,url
82,Celtic FC 23/24 Home Jersey,White / Team Green,"Crowned by its distinctive stained glass window, Celtic Park's main entrance has welcomed many Celtic FC legends to ""paradise"" over the years. Now on show inside the stadium, that intricate glass paneling inspired the disruptive design of the hoops on this adidas home jersey. Keeping you comfortable with moisture-wicking AEROREADY, this shirt casts light on your soccer passion with an embroidered badge and Celtic cross signoff.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000198_1.jpg,100% recycled polyester doubleknit,$100,4.9,https://www.adidas.com/us/celtic-fc-23-24-home-jersey/HY3343.html
83,Tiro Tee,Better Scarlet S23,"Whether you're running errands or meeting up with friends, this adidas tee brings the spirit of the game with you. Its loose fit and soft doubleknit build means all-day comfort. Engineered 3-Stripes on the sleeves sign off the look.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000200_1.jpg,100% recycled polyester doubleknit,$65,4.9,https://www.adidas.com/us/tiro-tee/IQ0896.html
84,The Gravel Cycling Long Sleeve Jersey,Black,"Adventurous days on the bike require versatile gear. This adidas cycling jersey is purpose-built with the demands of mixed-surface and adventure rides in mind. AEROREADY manages sweat to keep you feeling dry and comfortable through extended efforts, while a windproof zone on the upper chest and shoulders cuts the chill on descents while letting your core breathe. A quarter-zip lets you vent or zip in warmth as needed, and an overall soft, stretchy knit lets you bend and twist on and off the bike without restriction. A traditional three-pocket design across the back puts ride essentials within easy reach, and reflective 3-Stripes add low-light visibility.  Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/000201_1.jpg,"79% recycled polyester, 12% lyocell, 9% elastane single jersey",$150,4.5,https://www.adidas.com/us/the-gravel-cycling-long-sleeve-jersey/HY6192.html
85,The Gravel Cycling Long Sleeve Jersey,Black,"Adventurous days on the bike require versatile gear. This adidas cycling jersey is purpose-built with the demands of mixed-surface and adventure rides in mind. AEROREADY manages sweat to keep you feeling dry and comfortable through extended efforts, while a windproof zone on the upper chest and shoulders cuts the chill on descents while letting your core breathe. A quarter-zip lets you vent or zip in warmth as needed, and an overall soft, stretchy knit lets you bend and twist on and off the bike without restriction. A traditional three-pocket design across the back puts ride essentials within easy reach, and reflective 3-Stripes add low-light visibility.  Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/000823_1.jpg,"79% recycled polyester, 12% lyocell, 9% elastane single jersey",$150,4.5,https://www.adidas.com/us/the-gravel-cycling-long-sleeve-jersey/HY6192.html
86,Adicolor Contempo Tee,Wonder Beige,"Get yourself a t-shirt with all of the good stuff. We're talking premium organic cotton, casual good looks and iconic adidas style. This tee is so simple you can wear it with anything, and so comfortable that you'll want to wear it with, well, everything.  This tee is made with natural and renewable materials as part of our journey to design out finite resources and help end plastic waste.",Cloth/000203_1.jpg,100% organic cotton single jersey,$40,4.8,https://www.adidas.com/us/adicolor-contempo-tee/IM4387.html
87,The Cycling Jersey,Wonder Clay,"An updated cycling staple that provides close company on the road. With a body-hugging yet unrestrictive fit, this lightweight adidas jersey is made with soft, high-stretch fabric that incorporates AEROREADY technology. It's designed to adapt to every movement while wicking away moisture to help keep you feeling dry and comfortable during intense efforts. Kept in place with a lower-back gripper, this jersey adds warmth worn alone or as a baselayer on cooler days. Store essentials in three rear pockets and small valuables in a side zip pocket. Reflective 3-Stripes adorn the upper arms and chest.  Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/000206_1.jpg,"84% recycled polyester, 16% elastane single jersey",$120,4.3,https://www.adidas.com/us/the-cycling-jersey/IJ8159.html
88,4.0 Strike Through Short Sleeve Tee,White,Subtle graphics and the 3-Stripes mission statement. The 4.0 Strike Short Sleeve Tee offers a classic fit and all-cotton materials.   Our cotton products support more sustainable cotton farming.,Cloth/000207_1.jpg,100% cotton single jersey,$85,4.3,https://www.adidas.com/us/4.0-strike-through-short-sleeve-tee/IJ0968.html
89,River Plate 23/24 Away Jersey,Red / White,"A soccer shirt with a bold link to River Plate DNA. Inspired by a railway bridge millions of fans have filed over to reach El Monumental, this adidas jersey remixes a popular away kit from the mid '90s. Behind those jagged graphics, moisture-wicking AEROREADY and mesh panels work together to keep players and fans comfortable. A woven badge carries your team pride.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000209_1.jpg,100% recycled polyester interlock,$100,5.0,https://www.adidas.com/us/river-plate-23-24-away-jersey/HT3685.html
90,Arizona State Football Off-Field Ghost Jersey,Black,"Get ready to root for the Sun Devils in this adidas football jersey. It's made of comfortable fabric and has mesh panels to keep it breathable at all times. Fire up the grill or kick back with friends while you watch the game. The Arizona State University graphic lets everyone know who you support.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000214_1.jpg,100% recycled polyester doubleknit,$55,5.0,https://www.adidas.com/us/arizona-state-football-off-field-ghost-jersey/IA3367.html
91,Retro Track Top,Black,"The sport of tennis has long been linked to the Trefoil in signature looks from footwear to apparel. This adidas Retro Track Top celebrates the long-standing relationship between the sport and the brand. The jacket's crisp lines form a classic fit, while colorful Trefoil graphics nod to '90s style.",Cloth/000216_1.jpg,100% nylon plain weave,$95,5.0,https://www.adidas.com/us/retro-track-top/IN2373.html
92,Two-Color Striped Polo Shirt,Coral Fusion S23 / White,"Tee off in classic style. This adidas golf polo shirt has allover stripes that elevate your look on the course. The soft piqué fabric keeps you comfortable from first drive to final putt.   Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000218_1.jpg,100% recycled polyester piqué,$42,4.6,https://www.adidas.com/us/two-color-striped-polo-shirt/HR8015.html
93,Adicolor Classics Trefoil Tee,Black / White,"A fresh edition of a closet staple. This adidas tee sets the stage with a soft cotton single jersey and draws the spotlight with an oversized Trefoil logo. Pair it with sweat pants for a cozy night in, or throw on some cargoes and head out on the town.   We partner with Better Cotton to improve cotton farming globally. Better Cotton makes global cotton production better for the people who produce it, better for the environment it grows in, and better for the sector's future.   Better Cotton is sourced via a chain of custody model called mass balance. This means that Better Cotton is not physically traceable to end products, however, Better Cotton Farmers benefit from the demand for Better Cotton in equivalent volumes to those we ""source.""   Find out more here: bettercotton.org/learnmore",Cloth/000219_1.jpg,100% cotton single jersey,$30,4.7,https://www.adidas.com/us/adicolor-classics-trefoil-tee/IM4410.html
94,Tiro 23 League Training Jacket,Team Power Red 2,"Born for the beautiful game. Its soft fabric and stand-up collar make this adidas soccer jacket the perfect extra layer on the training pitch. Part of the Tiro 23 League range, it'll keep you dry and comfortable even when it's zipped all the way up, thanks to moisture-absorbing AEROREADY. Its slim, streamlined fit means you can keep it on when you're in the thick of the action.",Cloth/000220_1.jpg,100% recycled polyester doubleknit,$95,4.7,https://www.adidas.com/us/tiro-23-league-training-jacket/HS3502.html
95,Terrex Xperior Merino 150 Baselayer Long Sleeve Tee,Black,"Pull on this Merino long sleeve t-shirt from adidas Terrex and head outdoors. Designed for extending your range across a variety of landscapes, the blend of Merino wool and lyocell provides a soft feel while regulating your body's temperature, keeping you comfortable across versatile activities and temperatures. Chafe-free flatlock seams let you move with freedom through the mountains. And a longer back hem provides coverage against the elements.  This Merino baselayer long sleeve tee is made with natural and renewable materials as part of our journey to design out finite resources and help end plastic waste.",Cloth/000221_1.jpg,"60% Merino wool, 40% lyocell single jersey",$100,3.5,https://www.adidas.com/us/terrex-xperior-merino-150-baselayer-long-sleeve-tee/HZ8559.html
96,Tiro 23 League Training Jacket,Team Navy Blue 2,"Born for the beautiful game. Its soft fabric and stand-up collar make this adidas soccer jacket the perfect extra layer on the training pitch. Part of the Tiro 23 League range, it'll keep you dry and comfortable even when it's zipped all the way up, thanks to moisture-absorbing AEROREADY. Its slim, streamlined fit means you can keep it on when you're in the thick of the action.",Cloth/000223_1.jpg,100% recycled polyester doubleknit,$120,4.7,https://www.adidas.com/us/tiro-23-league-training-jacket/HS3503.html
97,Tiro 23 League Training Jacket,Team Navy Blue 2,"Born for the beautiful game. Its soft fabric and stand-up collar make this adidas soccer jacket the perfect extra layer on the training pitch. Part of the Tiro 23 League range, it'll keep you dry and comfortable even when it's zipped all the way up, thanks to moisture-absorbing AEROREADY. Its slim, streamlined fit means you can keep it on when you're in the thick of the action.",Cloth/000889_1.jpg,100% recycled polyester doubleknit,$120,4.7,https://www.adidas.com/us/tiro-23-league-training-jacket/HS3503.html
98,Adicolor Classics Firebird Track Jacket,Black / White,"A classic look gets the Adicolor treatment. This wardrobe essential sports the iconic Firebird style you know and love — but with a modern cut and fresh palette. The embroidered Trefoil logo on the chest and 3-Stripes down the arms are pure adidas DNA, while a stand-up collar gives you the attitude and edge you need to own your day. Keep essentials tucked away in the zip pockets, and stay cozy with ribbed cuffs. What's your favorite color?  A minimum of 70% of this product is a blend of recycled and renewable materials.",Cloth/000225_1.jpg,100% recycled polyester tricot,$80,4.7,https://www.adidas.com/us/adicolor-classics-firebird-track-jacket/IJ7058.html
99,Arsenal Tiro 23 Training Jersey,Rich Green,"Represent your team on the soccer pitch. Made for big-match preparation, this adidas Arsenal training jersey will keep you feeling dry and comfortable during intensive sessions thanks to moisture-wicking AEROREADY and soft interlock fabric. The slim fit ensures it stays close to your body and out of the way, giving you one less thing to think about when you're moving through the gears.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000231_1.jpg,100% recycled polyester interlock,$50,5.0,https://www.adidas.com/us/arsenal-tiro-23-training-jersey/HZ2206.html
100,Adicolor Classics SST Track Jacket,Better Scarlet S23 / White,"Everyone needs a good track jacket. Here's yours. Made from soft interlock fabric, this must-have stays true to the archive design it's inspired by. An embroidered Trefoil logo and 3-Stripes honor classic adidas style while the ribbed hem and cuffs keep the fit tailored in all the right places. A full-zip front lets you layer for warmth or wear it open with your favorite tee underneath.   A minimum of 70% of this product is a blend of recycled and renewable materials.",Cloth/000232_1.jpg,"70% recycled polyester, 30% cotton interlock",$80,4.7,https://www.adidas.com/us/adicolor-classics-sst-track-jacket/IL2494.html
101,Essentials Single Jersey Big Logo Tee,White,"Whether you're throwing it on after the gym or getting ready to start the day, this adidas staple tee is calling your name. Made for comfort and easy style, the adidas Badge of Sport shines from the front putting your adidas pride on full display. Mix and match with every item in your closet — the classic sports vibe goes with any look.",Cloth/000234_1.jpg,100% cotton single jersey,$30,4.7,https://www.adidas.com/us/essentials-single-jersey-big-logo-tee/IC9349.html
102,Adicolor Trefoil Tee,Blue Bird,"Classics redefined. This adidas tee reinvents casual style with a contemporary twist. Screenprinted with an iconic Trefoil logo, it signals your connection to the brand that shaped sport. Made for everyday wear, it keeps a classic fit in a soft cotton build that creates an effortless look. An essential piece to complete any outfit.   The cotton in this product has been sourced through Better Cotton. Better Cotton is sourced via a chain of custody model called mass balance. This means that Better Cotton is not physically traceable to end products.  Find out more here: https://bettercotton.org/who-we-are/our-logo/",Cloth/000237_1.jpg,100% cotton single jersey,$30,5.0,https://www.adidas.com/us/adicolor-trefoil-tee/IR8010.html
103,Daniel Patrick Jersey,Pulse Amber S22 / Magic Lilac S22,"Baseball isn't just about balls and strikes, sometimes it's also about swagger. Famed fashion designer Daniel Patrick, who brings a unique look to the world of sports, has collaborated with adidas Baseball for a look that provides the type of  charisma you need to match your loud bat. This Daniel Patrick baseball jersey is made from airy mesh and features vents on the hem to keep you comfortable whether you're cheering from the stands or repping your favorite player on the streets.  Made in part with recycled content generated from production waste, e.g. cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.",Cloth/000241_1.jpg,100% recycled polyester mesh,$70,4.9,https://www.adidas.com/us/daniel-patrick-jersey/HM4931.html
104,Tiro 23 League Jersey,Team Power Red 2 / White,"Born for the beautiful game. Its slim, streamlined fit, smooth fabric and moisture-absorbing AEROREADY make this adidas Tiro 23 League jersey your perfect teammate when you want to dominate the soccer pitch on a Sunday morning. The embroidered 3 Bar Logo and 3-Stripes tape show you mean business even before you cross that white line.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000243_1.jpg,100% recycled polyester interlock,$120,4.7,https://www.adidas.com/us/tiro-23-league-jersey/HT6128.html
105,Adizero Half-Zip Running Vest,Bright Red,"Fly to the finish in this adidas running vest. It's made of super-lightweight ripstop fabric, with WIND.RDY technology to protect you from gusts and light drizzle. The slim fit ensures a barely there feel at any pace, and mesh ventilation provides breathability as your body temperature rises. A side zip pocket keeps your keys secured and gels handy for mid-race fuelling.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000245_1.jpg,100% recycled nylon ripstop,$80,5.0,https://www.adidas.com/us/adizero-half-zip-running-vest/IL1463.html
106,Shmoofoil All Star Short Sleeve Tee,Wonder White / Multicolor,"Featuring iconic artwork, the Mark Gonzales' signature apparel collection continues to evolve. This Shmoofoil tee from adidas features Gonz's signature sketchbook style in a soft short sleeve tee with cotton construction.  The cotton in this product has been sourced through Better Cotton. Better Cotton is sourced via a chain of custody model called mass balance. This means that Better Cotton is not physically traceable to end products.  Find out more here: https://bettercotton.org/who-we-are/our-logo/",Cloth/000246_1.jpg,100% cotton single jersey,$32,5.0,https://www.adidas.com/us/shmoofoil-all-star-short-sleeve-tee/IU0092.html
107,Sabres Skinner Third Authentic Jersey,Black / Nhl-Bsa-5cg,"Show up for Jeff Skinner when the Buffalo Sabres add some extra oomph to their stickhandling style in this adidas authentic third hockey jersey. Moisture-absorbing AEROREADY keeps you dry when a last-second scramble in front of the net catapults you to your feet for a closer look.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000248_1.jpg,100% recycled polyester piqué,$230,1.0,https://www.adidas.com/us/sabres-skinner-third-authentic-jersey/IJ6238.html
108,adidas Basketball Tee,Mineral Green,"The next chapter of adidas Basketball is an exploration in form, function and color. A curated collection, built to fit the needs of the modern athlete. This t-shirt is made of cotton single jersey fabric and features a ribbed mockneck.  Our cotton products support more sustainable cotton farming.",Cloth/000250_1.jpg,100% cotton premium heavy single jersey,$50,4.6,https://www.adidas.com/us/adidas-basketball-tee/IT4510.html
109,TERREX Multi Tee,Black,"Hike. Run. Explore. Your options are wide open with this adidas Terrex Tee. It's the tech tee that's ready for anything you are. AEROREADY manages moisture to keep you feeling dry, comfortable and focused through extended efforts. Offset shoulder seams reduce chafing under a backpack, and an extended back hem adds coverage as you bend, move and reach. Reflective details increase low light visibility.",Cloth/000251_1.jpg,100% recycled polyester single jersey,$45,4.9,https://www.adidas.com/us/terrex-multi-tee/HM4048.html
110,Juventus DNA Track Top,Black,"Put your support for Juventus on display. This adidas soccer track top is made of soft tricot fabric to keep you comfortable when you're out and about or taking in a game. Zip pockets keep your essentials close, and ribbed cuffs offer a classic finish. But it's that embroidered club badge that really steals the show.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000255_1.jpg,100% recycled polyester tricot,$80,4.0,https://www.adidas.com/us/juventus-dna-track-top/HZ4965.html
111,Tiro 23 Pro Jersey,White,"The grand stage is set. Now it's time for you to put your skills to the test. This adidas soccer jersey has a slim fit that hugs the body, so you play comfortably in the spotlight. A mesh back panel pairs with HEAT.RDY to keep you cool when the game heats up.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000256_1.jpg,100% recycled polyester doubleknit,$100,4.8,https://www.adidas.com/us/tiro-23-pro-jersey/HJ9943.html
112,Tiro 23 League Training Top,Team Onix,"Born for the beautiful game. Part of the Tiro 23 League range, this soccer top has you covered when you need a push on the training field. Slim-fitting for speedy play, it has thumbholes that let you pull the long sleeves over your hands. As you'd expect from adidas, moisture-absorbing AEROREADY comes standard, so that extra coverage won't affect your comfort levels.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000261_1.jpg,100% recycled polyester doubleknit,$95,4.9,https://www.adidas.com/us/tiro-23-league-training-top/HS0329.html
113,Manchester United 23/24 Long Sleeve Home Authentic Jersey,Team Collegiate Red,"Like club, like city. This adidas Man Utd home authentic jersey forms a cast iron link to Manchester's global influence. Taking design elements from a nearby Industrial Revolution-era bridge, it displays a repeating Lancashire Rose-inspired geometric pattern on the front. Cooling HEAT.RDY and lightweight team details make it perfect for flowing soccer.  This garment is made with a yarn which contains 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. This garment contains at least 70% recycled content in total.",Cloth/000262_1.jpg,100% recycled polyester engineered,$160,4.7,https://www.adidas.com/us/manchester-united-23-24-long-sleeve-home-authentic-jersey/IP1728.html
114,ALL SZN Tee,White,"This clean, minimalist adidas tee is the perfect shirt to relax in after a long day, or to pair with any bottoms for a casual look. Its loose, versatile fit makes it a great blank canvas for any adventure the day takes you on. The super-soft cotton single jersey build holds up to regular wear.",Cloth/000266_1.jpg,100% cotton single jersey,$30,4.8,https://www.adidas.com/us/all-szn-tee/IC9788.html
115,Techfit Evolved Long Sleeve Compression Spider-Man Top,Black,"Transform yourself with every workout. Inspired by the suit of Marvel's Spider-Man, this adidas top focuses the energy of your muscles with lightweight, body-contouring Techfit. The stretchy material is made with AEROREADY to help handle sweat, letting you stay focused from warmup to cool-down. A compressive fit keeps you warm and feeling ready, whether it's a hard HIIT day or time to beat the lifting logbook.   Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/000268_1.jpg,"88% recycled polyester, 12% elastane single jersey",$90,4.9,https://www.adidas.com/us/techfit-evolved-long-sleeve-compression-spider-man-top/IP4533.html
116,Adicolor Neuclassics Long Sleeve Tee,Semi Impact Orange F22,"A modern take on an adidas classic, this long sleeve t-shirt has serrated 3-Stripes around one sleeve for an unexpected, asymmetrical look. It's made from soft cotton jersey to keep you comfortable. Both minimalist and sporty, it can go wherever you go in style.  We partner with Better Cotton to improve cotton farming globally. Better Cotton makes global cotton production better for the people who produce it, better for the environment it grows in, and better for the sector's future.   Better Cotton is sourced via a chain of custody model called mass balance. This means that Better Cotton is not physically traceable to end products, however, Better Cotton Farmers benefit from the demand for Better Cotton in equivalent volumes to those we ""source.""   Find out more here: bettercotton.org/learnmore",Cloth/000269_1.jpg,100% cotton single jersey,$60,4.8,https://www.adidas.com/us/adicolor-neuclassics-long-sleeve-tee/IM2098.html
117,Textured Jacquard Golf Polo Shirt,Blue Fusion S23 / Collegiate Navy,"A clean look makes for a clean execution. This adidas golf polo shirt has a textured design with subtle style for the course. It's made of breathable, moisture-wicking fabric to keep you comfortable as you swing or walk those long stretches on the fairway.",Cloth/000270_1.jpg,100% recycled polyester raschel,$85,4.7,https://www.adidas.com/us/textured-jacquard-golf-polo-shirt/HS7609.html
118,Techfit Allover Print Training Long Sleeve Tee,Black / Black,"This adidas long sleeve t-shirt is your dedicated partner for focused training. Updated cut lines and a super-stretchy build let you maximize your moves during intense workouts. AEROREADY manages sweat to keep you dry, while Techfit creates a sleek compression feel for distraction-free comfort.  Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/000272_1.jpg,"88% recycled polyester, 12% elastane single jersey",$60,4.9,https://www.adidas.com/us/techfit-allover-print-training-long-sleeve-tee/HS9797.html
119,Techfit Training Sleeveless Tee,Black,"The first thing to do on arm day? Pull on this adidas sleeveless training t-shirt. Techfit gives you a sleek and compressive feel for distraction-free comfort and optimal all-day support. AEROREADY manages moisture so you stay dry and in the zone. Mesh at the back keeps you ventilated. Now you're ready to step into the gym.  Made with a series of recycled materials, and at least 60% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/000273_1.jpg,"88% recycled polyester, 12% elastane single jersey",$25,4.7,https://www.adidas.com/us/techfit-training-sleeveless-tee/HK2338.html
120,Adicolor Outline Trefoil Tee,Green Oxide,"Classics inspire, but this adidas tee reinvents. With a loose, casual fit and distressed details for a laid-back look, it lets you pair it with anything from joggers to jeans for maximum versatility. Comfort comes standard thanks to soft cotton jersey. Originals are meant to stand the test of time, and this tee is set to become your new everyday essential.   The cotton in this product has been sourced through Better Cotton. Better Cotton is sourced via a chain of custody model called mass balance. This means that Better Cotton is not physically traceable to end products.  Find out more here: https://bettercotton.org/who-we-are/our-logo/",Cloth/000274_1.jpg,100% cotton single jersey,$40,5.0,https://www.adidas.com/us/adicolor-outline-trefoil-tee/IR7993.html
121,Shmoofoil All Star Long Sleeve Tee,Black / Multicolor,"Featuring iconic artwork, the Mark Gonzales' signature apparel collection continues to evolve. The Shmoofoil All Star Long Sleeve Tee from adidas features Gonz's signature sketchbook style in a soft long sleeve tee with cotton construction.  The cotton in this product has been sourced through Better Cotton. Better Cotton is sourced via a chain of custody model called mass balance. This means that Better Cotton is not physically traceable to end products.  Find out more here: https://bettercotton.org/who-we-are/our-logo/",Cloth/000275_1.jpg,100% cotton single jersey,$40,5.0,https://www.adidas.com/us/shmoofoil-all-star-long-sleeve-tee/IU0093.html
122,Z.N.E. Tee,Black,"Serving up zero negative energy, this adidas t-shirt is designed to help you feel your best. Made from soft fabric and cut for a relaxed fit, it lets you disconnect from daily worries and recharge. Pair yours with fleece shorts or joggers for head-to-toe comfort and calm vibes.   By choosing recycled, we are able to reuse materials that have already been created, which helps to reduce waste. Renewable materials choices will help us to remove our reliance on finite resources. Our products made with a blend of recycled and renewable materials feature at least 70% total of these materials.",Cloth/000276_1.jpg,"65% cotton, 35% recycled polyester doubleknit",$40,5.0,https://www.adidas.com/us/z.n.e.-tee/IR5217.html
123,Graphic Shmoofoil Long Sleeve Tee,Black / Multicolor,"Taking a page from adidas Skateboarding team rider Mark Gonzales' iconic zine art, The Gonz sketched over some classic brand images to put his stamp and imagination on each piece. Along with Mark's custom art, the Shmoofoil Track and Field Long Sleeve Tee features super soft cotton material.  Our cotton products support more sustainable cotton farming.",Cloth/000278_1.jpg,100% cotton single jersey,$65,5.0,https://www.adidas.com/us/graphic-shmoofoil-long-sleeve-tee/HS3048.html
124,Blues Fleece Top,Team Navy / Athletic Yellow / Nhl-Slb-515,Arrive early at the arena and take in a St. Louis Blues pregame skate or go for one of your own in this adidas hockey pullover. The thick fleece will keep you toasty until the action on the ice or your workout heats up. Laser-cut vents out back ensure you stay ventilated.,Cloth/000284_1.jpg,"93% recycled polyester, 7% elastane doubleweave",$90,3.0,https://www.adidas.com/us/blues-fleece-top/IP5840.html
125,Hispanic Heritage Baseball Jersey,White,"This adidas baseball jersey spells out ""taste and style"" in Spanish. Colorful lettering catches the eye. Lightweight and breathable, it will keep you moving freely on warm days. AEROREADY wicks away moisture to help you stay dry and comfortable.   Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000286_1.jpg,100% recycled polyester piqué,$60,5.0,https://www.adidas.com/us/hispanic-heritage-baseball-jersey/IP4462.html
126,Ajax Amsterdam LFSTLR Track Top,Black,"A sparkling tribute to the Amstergems. Borrowed from the Ajax Amsterdam third jersey, the diamond-inspired allover print on this adidas soccer track top elevates its look. Smooth doubleknit fabric and a ribbed stand-up collar ensure you feel like a million dollars too. Finished with a woven club badge on the chest, this top is perfect for backing your team on match days and beyond.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000287_1.jpg,100% recycled polyester doubleknit,$120,3.7,https://www.adidas.com/us/ajax-amsterdam-lfstlr-track-top/IP6300.html
127,Terrex Xperior Merino 200 Baselayer Long Sleeve Tee,Black,"When heading out into frigid conditions, layer up with this 100% Merino long sleeve t-shirt from adidas Terrex. Designed to rest against your skin, the Merino wool delivers insulating warmth to keep you warm in extreme weather conditions. While alpine adventuring, Merino wool regulates your temperature to keep you comfortable. A longer back hem and flatlock seams provide chafe-free comfort, so you can extend your activity to sundown, no matter how cold it is.  This Merino baselayer is made with natural and renewable materials as part of our journey to design out finite resources and help end plastic waste.",Cloth/000294_1.jpg,100% Merino wool single jersey,$120,4.6,https://www.adidas.com/us/terrex-xperior-merino-200-baselayer-long-sleeve-tee/HZ8563.html
128,Nebraska Football Off-Field 100th Anniversary Jersey,Team Power Red,"Celebrating 100 years of countless memories at Memorial Stadium, this adidas football jersey is dressed in classic Cornhuskers colors. It's made of comfortable fabric and has side slits to let you move around freely. The University of Nebraska graphic lets everyone know who you support, while a signoff on the shoulder nods to a century of roars at the Sea of Red.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000297_1.jpg,Main: 100% recycled polyester doubleknit,$12,5.0,https://www.adidas.com/us/nebraska-football-off-field-100th-anniversary-jersey/IA3375.html
129,Train Essentials Feelready Training Tee,Semi Green Spark S24 / Black,"From push press to push-ups, move through a full range of motion in this adidas training t-shirt. It's cut to allow your arms to move freely overhead. Breathable fabric and moisture-absorbing AEROREADY keep you dry and comfortable as your heart rate rises.",Cloth/000305_1.jpg,"70% recycled polyester, 30% cotton single jersey",$25,4.7,https://www.adidas.com/us/train-essentials-feelready-training-tee/IR9105.html
130,Tigres UANL 23/24 Home Jersey,Team Colleg Gold 2,"A nod to the past. adidas reached back to the late '70s and early '80s when looking at design inspiration for this Tigres UANL home jersey. The star of the show? That striped collar. A true fan favorite, it stands out alongside the club's distinctive chest bar and woven badge. Behind the details, moisture-wicking AEROREADY works hard to keep soccer players and fans comfortable when it's all on the line.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000306_1.jpg,100% recycled polyester interlock,$100,4.8,https://www.adidas.com/us/tigres-uanl-23-24-home-jersey/HS2030.html
131,Bruins Anniversary Away Jersey,White,"One hundred years of hockey deserves a glam treatment. Suit up in this glittery adidas Anniversary away jersey, and support the Boston Bruins as they work to bring the ultimate bling — the Stanley Cup — back home. AEROREADY manages moisture so you stay dry as the team grinds out wins on the road.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000307_1.jpg,100% recycled polyester piqué,$180,4.4,https://www.adidas.com/us/bruins-anniversary-away-jersey/IN2042.html
132,Train Icons Big Logo Training Tee,Black / White,"Stronger, faster, fitter. Keep your training goals in mind as you work out in this training t-shirt. It's cut not too loose and not too tight for easy movement. AEROREADY keeps you dry during kettlebell workouts and spin classes. An adidas 3 Bar Logo represents your connection to the generations of athletes who came before.   Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/000309_1.jpg,"89% recycled polyester, 11% elastane mesh",$90,4.6,https://www.adidas.com/us/train-icons-big-logo-training-tee/IN9814.html
133,Olympique Lyonnais 23/24 Home Jersey,White,"A taste of Lyon's rich gastronomic heritage. The tricolor collar and cuffs and gold details on this adidas Olympique Lyonnais soccer jersey pay tribute to the world's premier cooking competition held in the city every two years. Baked into the construction, moisture-wicking AEROREADY ensures players and supporters stay comfortable on the move. A woven version of the club's updated badge stands out on the chest.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000310_1.jpg,100% recycled polyester tricot,$100,4.8,https://www.adidas.com/us/olympique-lyonnais-23-24-home-jersey/IB0920.html
134,Adicolor Trefoil Tee,Wonder White F21,"Classics redefined. This adidas tee reinvents casual style with a contemporary twist. Screenprinted with an iconic Trefoil logo, it signals your connection to the brand that shaped sport. Made for everyday wear, it keeps a classic fit in a soft cotton build that creates an effortless look. An essential piece to complete any outfit.   The cotton in this product has been sourced through Better Cotton. Better Cotton is sourced via a chain of custody model called mass balance. This means that Better Cotton is not physically traceable to end products.  Find out more here: https://bettercotton.org/who-we-are/our-logo/",Cloth/000311_1.jpg,100% cotton single jersey,$30,5.0,https://www.adidas.com/us/adicolor-trefoil-tee/IU2367.html
