,name_product,color,desc,cloth_path
318,Lil Stripe Wedgie Tee,Semi Green Spark,"Break free of the ordinary in this t-shirt from adidas Basketball. Made to move with its soft cotton single jersey build, this tee features a Lil Stripe graphic that lets you flex your style on the court without restrictions. The ribbed crewneck provides a classic, shape-holding fit.  The cotton in this product has been sourced through Better Cotton. Better Cotton is sourced via a chain of custody model called mass balance. This means that Better Cotton is not physically traceable to end products.  Find out more here: https://bettercotton.org/who-we-are/our-logo/",Cloth/000379_1.jpg
319,Adicolor Trefoil Tee,Night Indigo,"Classics redefined. This adidas tee reinvents casual style with a contemporary twist. Screenprinted with an iconic Trefoil logo, it signals your connection to the brand that shaped sport. Made for everyday wear, it keeps a classic fit in a soft cotton build that creates an effortless look. An essential piece to complete any outfit.   The cotton in this product has been sourced through Better Cotton. Better Cotton is sourced via a chain of custody model called mass balance. This means that Better Cotton is not physically traceable to end products.  Find out more here: https://bettercotton.org/who-we-are/our-logo/",Cloth/000380_1.jpg
320,Designed for Training Workout Tank Top,Olive Strata S23,"Free weights. Row machine. Yoga class. However you move, this adidas workout tank top lets you do it with absolute freedom. Buttery-soft fabric wraps you in comfort, while the racerback cut leaves shoulders free to lift and stretch. Push your own limits knowing that AEROREADY will wick away moisture and keep you dry.  Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/000381_1.jpg
321,New England Revolution 22/23 Home Authentic Jersey,Night Indigo / Red,"New crest, same Revs DNA. This adidas New England Revolution authentic jersey showcases the team's new badge over a subtle design inspired by Boston's Freedom Trail. Created to keep you in front on the field, it combines moisture-wicking AEROREADY and lightweight details. A special sign-off above the hem celebrates the club's part in the soccer revolution of '96.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000382_1.jpg
322,Coyotes Hockey Tee,Team Colleg Burgundy / Black / Multi,Being a Coyotes fan is more than just watching every game. It's showing everyone you're a proud supporter too. This adidas tee reimagines hockey jersey style with a Hockey-inspired edge. The Arizona Coyotes crest lets the world know who you root for.,Cloth/000383_1.jpg
323,Italy Icon Goalkeeper Jersey,Glory Grey,"Goalkeeper jerseys and the color grey go hand-in-glove for Italian fans. This adidas icon soccer jersey revives that timeless combination with a little nod to the '90s. Standing out on the chest, a classic team badge turns up those retro vibes. The loose fit ensures it's a comfortable wear.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000384_1.jpg
324,BOUCLE TRACKTOP,Earth / Magic Lilac S22,"Defining the intersection of high-design and unexpected influence, Blondey McCoy and adidas mix vintage court style with archival outdoor aesthetics for the A.B. Boucle Track Top. Taking its inspiration from classic European sportswear, Blondey's lens and touch elevates the classic boucle track top with a heavyweight 330-gram cotton for the colder months, plus a front center zip, side zip pockets and Blondey crest patch.   Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/000385_1.jpg
325,City Escape Track Top,Black,"Navigating city streets or leaving them behind, this adidas track top slips on easily when it's time to make tracks. Mesh panels around the lower back keep the breeze flowing, and AEROREADY technology helps you stay dry as you pick up pace. The curved cut lines give this design its modern edge, while zip pockets keep things practical.   A minimum of 70% of this product is a blend of recycled and renewable materials.",Cloth/000386_1.jpg
326,Sharks Playmaker Long Sleeve Tee,Team Colleg Gold / Multi,"Howl for the San Jose Sharks, whether you watch the game in the stands or from your fan cave at home. The all-cotton build in this adidas tee is super-soft, strong and made to last. The long sleeves let you show your team spirit no matter the temperature.",Cloth/000387_1.jpg
327,Graphic Pride Tank Top,Off White,"Let love be your legacy. South African designer Rich Mnisi once wrote that reminder in a handwritten letter to his younger queer self, and today it thrives at the core of the adidas x Rich Mnisi Pride Collection. A celebration of self-expression, imagination and the unwavering belief that love unites, the collaboration explores fluidity, color and patterns. This partnership is one part of our effort to honor the LGBTQIA+ community alongside our Global Purpose partner Athlete Ally.  Love unites, and this adidas tank top lets you know it in confident, colorful style. Stylized lettering and all-cotton jersey create a look that feels good to wear for more reasons than one. This shirt was made using UNITEFIT — an all-gender fit system that was created with a spectrum of sizes, genders and forms in mind.   We partner with Better Cotton to improve cotton farming globally. Better Cotton makes global cotton production better for the people who produce it, better for the environment it grows in, and better for the sector's future.   Better Cotton is sourced via a chain-of-custody model called mass balance. This means that Better Cotton is not physically traceable to end products. However, Better Cotton Farmers benefit from the demand for Better Cotton in equivalent volumes to those we ""source.""   Find out more here:bettercotton.org/learnmore",Cloth/000388_1.jpg
328,AEROREADY FreeLift Pro Tennis Polo Shirt,White,"A polo shirt fit for Grand Slam royalty. London doesn't just host the world's oldest tennis tournament, it's also the home of Savile Row style. Part of a collection focused on fine detailing, this adidas polo shirt includes an asymmetrical back shoulder panel and a heraldry-inspired design. Slim-fitting but stretchy and made with moisture-absorbing AEROREADY, it'll keep you moving on the court. The FreeLift design ensures your aerial game is top notch.  Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/000389_1.jpg
329,Adicolor Classics 3-Stripes Tee,Night Indigo,Meet your new favorite tee. This classic adidas t-shirt boasts a slim fit and a contrast hem for some refined vintage vibes. Pair it with your favorite dark denim for an effortlessly classic look. It's made of super-soft cotton to keep you comfortable.  Our cotton products support more sustainable cotton farming.,Cloth/000390_1.jpg
330,FC Bayern Tiro 23 Training Top,Black,"For teams that aim to go the extra mile. Part of the training range adidas supplies to FC Bayern, this soccer top is built to help you tackle cold-weather sessions with confidence. Slim-fitting and stretchy, it's designed to stay right out of your way while you sharpen your skills. Cuff thumbholes let you pull those long sleeves over your hands, and moisture-wicking AEROREADY ensures that coverage doesn't come at the cost of comfort.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000391_1.jpg
331,Ultimate365 Print Polo Shirt,Black,"When you need a little extra edge to help you shoot low, pull on this adidas golf polo shirt and swing for the pin. The lightweight construction offers year-round comfort on the course, and built-in stretch lets you comfortably follow through on your swing. You'll get style points as you play through thanks to the allover marbled print.  Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/000392_1.jpg
332,Terrex Xperior Merino 150 Baselayer Long Sleeve Tee,Grey Five,"Pull on this Merino long sleeve t-shirt from adidas Terrex and head outdoors. Designed for extending your range across a variety of landscapes, the blend of Merino wool and lyocell provides a soft feel while regulating your body's temperature, keeping you comfortable across versatile activities and temperatures. Chafe-free flatlock seams let you move with freedom through the mountains. And a longer back hem provides coverage against the elements.  This Merino baselayer long sleeve tee is made with natural and renewable materials as part of our journey to design out finite resources and help end plastic waste.",Cloth/000394_1.jpg
333,Designed for Training Workout Tank Top,Semi Green Spark S24,"When you're ready to crush your workout, this adidas training tank top is ready to perform. AEROREADY technology keeps you dry through your most grueling sessions. With maximum freedom of movement and an athletic cut, this tank lets you push your limits without distraction.   This product is made with at least 70% recycled materials. By reusing materials that have already been created, we help to reduce waste and our reliance on finite resources and reduce the footprint of the products we make.",Cloth/000395_1.jpg
334,Italy 125th Anniversary Jacket,White,"Toasting the 125th anniversary of the Italian Football Federation. Part of a limited-edition collection inspired by the kit Italy wore during their first match on May 15th, 1910, this adidas jacket will keep you comfortable in smooth plain weave fabric. Standing out from the same crisp white colors the team wore on that day, a special commemorative badge finishes the look in style.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000398_1.jpg
335,Tennis HEAT.RDY FreeLift Pro Tee,Black,"Fifty years on from the formation of the WTA and the Battle of the Sexes, this slim-fitting adidas tee celebrates the good that can come from disrupting the status quo. Showing off an appropriately striking allover print, it's created to confront every tennis challenge. Its FreeLift design makes for comfortable serves and smashes. HEAT.RDY keeps you cool and ready to rip up the court.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000399_1.jpg
336,Tennis FreeLift Tee,White,"Serve up your best in this slim-fitting tennis tee from adidas. Engineered for big swings, it includes a FreeLift design that gives your shoulders room to rotate. When you need to shift up a gear, HEAT.RDY and mesh panels ensure you stay cool, composed and ready for anything.  This product is made with 100% recycled materials. By reusing materials that have already been created, we help to reduce waste and our reliance on finite resources and reduce the footprint of the products we make.",Cloth/000401_1.jpg
337,Charlotte FC 22/23 Home Authentic Jersey,Solar Blue / White,"Wear their colors with pride. When Charlotte FC kicks off its inaugural season, the players will wear this adidas authentic jersey at the Bank of America Stadium. Created to help them perform, it combines moisture-absorbing AEROREADY and lightweight details. A CLTFC signoff and heat-applied club crest show you're behind them from the start.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000402_1.jpg
338,Club Tennis Tee,Better Scarlet,"Style and performance for the tennis court. Part of the adidas Club collection, this crewneck tee includes extra fabric under the arms to free your shoulders and add oomph to your shots. No matter how intensive the on-court action gets, AEROREADY wicks moisture from your skin to keep you dry, comfortable and ready to go again.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000403_1.jpg
339,Tennis Airchill Pro FreeLift Tee,Semi Green Spark S24,"Whatever challenges stand in your way, stay calm on the tennis court. Made for Melbourne, this adidas tee is equipped with HEAT.RDY to keep you cool. Its FreeLift design provides a wide range of motion. Inspired by nature's calming shapes, the allover design is there to help you maintain focus through each rally.  This product is made with a yarn that features 50% recycled polyester and 50% Parley Ocean Plastic — plastic waste which we intercepted from remote islands, beaches, coastal communities and shorelines in order to prevent it from polluting our oceans. In total, this product has 70% recycled content.",Cloth/000404_1.jpg
340,Rangers Home Authentic Jersey,St Louis Royal,"Stroll around the Big Apple with your New York Rangers pride in full view in this adidas authentic home game jersey. AEROREADY keeps you cool as you pick up supplies for tonight's tailgate party. A mesh underarm insert adds extra breathability when the hot sauce on the wings kicks in.  This product is made with Primegreen, a series of high-performance recycled materials.",Cloth/000405_1.jpg
341,Pop Polo Shirt,Crew Navy S21 / Collegiate Navy,"Vintage details through a modern lens and inspired by the duality of skateboarding by Pop Trading Company, the Pop Polo from adidas offers a soft tricot construction for all-day comfort and refined details inspired by the track archives.",Cloth/000406_1.jpg
342,Kraken Home Authentic Jersey,Midnight Blue,"Stroll around the Emerald City with your Seattle Kraken pride in full view in this adidas authentic home game jersey. AEROREADY keeps you cool and dry as you pick up supplies for tonight's tailgate party. A mesh underarm insert adds extra breathability when the hot sauce on the wings kicks in.  This product is made with Primegreen, a series of high-performance recycled materials.",Cloth/000407_1.jpg
343,Adicolor Classics Trefoil Tank Top,Night Indigo,"Whether it's a chill day or a busy one, this adidas tank top brings you all-day comfort with soft cotton and a classic fit. A statement Trefoil logo stands out loud and proud on the front. Under a jacket, with your favorite shorts or paired with track pants, it brings effortless style to your everyday look.   Our cotton products support more sustainable cotton farming.",Cloth/000408_1.jpg
344,Atlanta United FC 22/23 Away Authentic Jersey,Clear Mint / Team Dark Green,"Celebrate the city in the forest. This adidas Atlanta United FC authentic jersey takes inspiration from Atlanta's leafy skyline with green shades and a geometric design that's steeped in soccer history. Designed to keep players fresh on the field, it includes moisture-wicking AEROREADY, lightweight details and mesh panels.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000409_1.jpg
345,Tennis FreeLift Tee,Black,"Serve up your best in this slim-fitting tennis tee from adidas. Engineered for big swings, it includes a FreeLift design that gives your shoulders room to rotate. When you need to shift up a gear, HEAT.RDY and mesh panels ensure you stay cool, composed and ready for anything.  This product is made with 100% recycled materials. By reusing materials that have already been created, we help to reduce waste and our reliance on finite resources and reduce the footprint of the products we make.",Cloth/000410_1.jpg
346,XPERIOR MERINO 260 BASE LAYER LONG SLEEVE,Black,"Every great adventure starts from a solid basecamp. Our warmest long sleeve base layer is designed for the really long days out in the cold. 260gsm of 100% Merino wool sits comfortably on your body, feeling like an extra layer of skin. Made with Merino wool to help regulate body temperature and wick away moisture, it's here to keep you warm.",Cloth/000411_1.jpg
347,Coyotes Tee,Collegiate Burgundy / Multi,"Don't wait for game day to wear this adidas t-shirt. Keep your Arizona Coyotes pride front-and-center, whether you're dodging traffic downtown or debating best defense pairings over a dinner with friends. The soft jersey fabric supplies all-day comfort.",Cloth/000412_1.jpg
348,adidas by Stella McCartney Sportswear T-Shirt (Gender Neutral),F Bahia Light Blue,"""This season of adidas by Stella McCartney is defined by muted hues and slouchy silhouettes. A naturally-dyed graphic features throughout, with inspiring words swirling into an 'S' shape reminiscent of Stella McCartney. Inspired by chemical structures, the directional message is also a subtle call to help.   An oversized t-shirt is the cornerstone of every great wardrobe, and none are quite as versatile or stylish as the adidas by Stella McCartney Sportswear T-Shirt (UNITEFIT). Crafted from luxe, peach-soft 100% organic cotton and cut for a slouchy fit, the go-to staple is elevated with ribbed finishes and on-trend hues. The Stella McCartney-inspired graphic at the front details adidas' natural dyeing process, and is a subtle reminder to put nature first. """,Cloth/000413_1.jpg
349,Blackhawks Home Authentic Jersey,Red,"Stroll around the Windy City with your Chicago Blackhawks pride in full view in this adidas authentic home game jersey. AEROREADY keeps you cool as you pick up supplies for tonight's tailgate party. A mesh underarm insert adds extra breathability when the hot sauce on the wings kicks in.  This product is made with Primegreen, a series of high-performance recycled materials.",Cloth/000414_1.jpg
350,Capitals Home Authentic Jersey,Red,"Cheer on the Washington Capitals in their quest for a third Stanley Cup. The big crest out front, shoulder patches and fight strap with a snap closure make this adidas authentic home jersey the mirror image of what the players wear. AEROREADY keeps you cool and dry as your hands fly higher with every win.  This product is made with Primegreen, a series of high-performance recycled materials.",Cloth/000415_1.jpg
351,Mesh Ultimate365 Tour Print Golf Polo Shirt,Collegiate Navy / Preloved Red S23,"Built for the dedicated golfer looking for that extra edge, this adidas golf polo shirt has a soft and breathable feel to keep you comfortable on the course. It's made of stretchy and moisture-wicking fabric that moves with you and keeps you dry from the time you tee off till you sink the last putt. The paint-splotch graphic gives it a distinctive look.",Cloth/000416_1.jpg
352,Shmoofoil Overseer Short Sleeve Tee,Charcoal / Core White,"Featuring iconic artwork, the Mark Gonzales' signature apparel collection continues to evolve. The Shmoofoil Overseer Short Sleeve Tee from adidas features Gonz's signature sketchbook style in a soft short sleeve tee with cotton construction.  The cotton in this product has been sourced through Better Cotton. Better Cotton is sourced via a chain of custody model called mass balance. This means that Better Cotton is not physically traceable to end products.  Find out more here: https://bettercotton.org/who-we-are/our-logo/",Cloth/000417_1.jpg
353,Designed for Training Workout Tank Top,Black,"Free weights. Row machine. Yoga class. However you move, this adidas workout tank top lets you do it with absolute freedom. Buttery-soft fabric wraps you in comfort, while the racerback cut leaves shoulders free to lift and stretch. Push your own limits knowing that AEROREADY will wick away moisture and keep you dry.  Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/000418_1.jpg
354,Tennis FreeLift Polo Shirt,Preloved Green S24 / White,"Serve up your best in this adidas tennis polo shirt. Play through long rallies without missing a beat thanks to its shoulder-freeing FreeLift construction and stay-cool HEAT.RDY technology. The doubleknit fabric includes a herringbone texture that reduces cling to keep distractions to a minimum when the game's in the balance.  This product is made with 100% recycled materials. By reusing materials that have already been created, we help to reduce waste and our reliance on finite resources and reduce the footprint of the products we make.",Cloth/000419_1.jpg
355,LA Galaxy 23/24 Away Authentic Jersey,Mystery Green / Team Colleg Gold 2,"A tribute to their home. This LA Galaxy away authentic jersey from adidas proudly displays the green, gold, and red colors that represent the city of Los Angeles. A heat-applied team badge on the chest and a pair of signoffs further rep the soccer club and its city. Moisture-absorbing AEROREADY ensures it keeps players comfortable when they're performing on rivals' fields.",Cloth/000420_1.jpg
356,Floral Hoops Graphic Tee,Black,Rock the hardwood in retro style. This floral hoops graphic tee lets you represent your love of basketball with a throwback design. Comfortable cotton and a relaxed fit mean you'll stay comfortable whether you're shooting around or cheering on your team from the sidelines.   The cotton in this product has been sourced through Better Cotton. Better Cotton is sourced via a chain of custody model called mass balance. This means that Better Cotton is not physically traceable to end products.  Find out more here: https://bettercotton.org/who-we-are/our-logo/,Cloth/000421_1.jpg
357,Go-To Piqué Golf Polo Shirt,Coral Fusion S23,"Keep cool while you shave strokes on the course. This adidas golf polo shirt is made of a soft and stretchy cotton-blend brrr° fabric. It has a triple chill effect that wicks moisture and dries quickly so you can focus on your swing, even when the sun is in full blaze.",Cloth/000422_1.jpg
358,City Break Tee,Wonder Blue,"Unzip the collar for extra airflow when the weather's sunny. This adidas t-shirt is ideal for warm weekends whether you're exploring the city or you're out in nature. Lightweight and stretchy, it won't weigh you down when you've got a full itinerary. The loose fit gives you freedom to move.   Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/000423_1.jpg
359,Yoga Training Tee,Shadow Red / Carbon,"From handstands to balance poses, this adidas t-shirt allows you to move freely and mindfully in your yoga practice. AEROREADY helps keep you dry as you flow through Sun Salutations. The sleeve construction allows you to find your bind in Side Angle or Bird of Paradise pose.  This tee is made with natural and renewable materials as part of our journey to design out finite resources and help end plastic waste.",Cloth/000424_1.jpg
360,Techrock Stretch PrimaLoft Vest,Black,"Fast. Light. Warm. The adidas Techrock Stretch PrimaLoft Vest checks all the boxes for fast and light mountain missions. This lightweight, insulated vest offers essential core warmth while letting you move without restriction. It's that year-round layer that always has a place in your pack. Pull it on for an exposed summit traverse, or wear it under a shell for the added warmth to push through a cold morning start. It combines breathable, four-way stretch materials and insulation with purpose-built features designed for mountaineering. Pack light and go far. Includes a repair patch to encourage repair and ensure longer life.",Cloth/000425_1.jpg
361,Celtic FC Lifestyler Track Top,Amazon Green,"This adidas soccer Lifestyler track top brings a twist to classic club colors with a vibrant design inspired by Celtic Park's famous stained-glass window that welcomed players and fans to the stadium. It's made of soft doubleknit fabric to keep you comfortable no matter where the day takes you. The standalone four-leaf clover logo gives the club crest a fresh look.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000426_1.jpg
362,City Escape Tee,White / Black,"Add some attitude to your urban adventuring. This loose-fitting adidas t-shirt features a bold print that balances out an otherwise neutral look. Show off every angle or just a hint under a hoodie or bomber jacket. Made from lightweight jersey, this tee feels comfortable through slow days on the couch and invigorating trips to the city.   Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000427_1.jpg
363,Austin FC Marvel MLS Kick Childhood Cancer Pre-Match Jersey,Coll Royal C Ns-Sld / Mls-Asf-6ab,"Soccer assembles to help kick childhood cancer. Showing off a Marvel Avengers-inspired allover print, this adidas jersey will be worn pre-match by Austin FC players during Childhood Cancer Awareness Month. Displaying the campaign's gold-and-blue colors, it will keep you comfortable with moisture-wicking AEROREADY and soft interlock fabric.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000428_1.jpg
364,The COLD.RDY Long Sleeve Cycling Jersey,Pulse Blue / Shadow Navy S22,The COLD.RDY Long-Sleeve Jersey is made for the cold days on the bike. Ride through any weather with polar fleece material that gives you an instant feeling of warmth.,Cloth/000429_1.jpg
365,Basketball Legends Tank Top,Better Scarlet S23,Ball out all day long in this adidas basketball tank top. It's made from soft and airy mesh to keep you comfortable while you work on your game. The loose fit lets you move freely on and off the hardwood.  A minimum of 70% of this product is a blend of recycled and renewable materials.,Cloth/000430_1.jpg
366,Avalanche Home Authentic Jersey,Burgundy,"Pull on this adidas Colorado Avalanche authentic home jersey, and get the gang together for game night in your fan cave. AEROREADY keeps you cool and dry as you wait for the puck to drop at center ice. The big crest out front, shoulder patches and fight strap with a snap closure keep the look legit.  This product is made with Primegreen, a series of high-performance recycled materials.",Cloth/000431_1.jpg
367,Tennis Airchill Pro FreeLift Polo Shirt,Off White / Crystal Jade S24,"Whatever challenges stand in your way, stay calm on the tennis court. Made for Melbourne, this adidas polo shirt includes a FreeLift design for big hitting and HEAT.RDY technology for cool thinking. Inspired by nature's calming shapes, the allover design is there to help you maintain focus through each rally.  This product is made with a yarn that features 50% recycled polyester and 50% Parley Ocean Plastic — plastic waste which we intercepted from remote islands, beaches, coastal communities and shorelines in order to prevent it from polluting our oceans. In total, this product has 70% recycled content.",Cloth/000432_1.jpg
368,Five Ten Brand of the Brave Flannel Shirt (Gender Neutral),Grey Six / Black,"Life's more fun on two wheels. Whether you're riding singletrack, grinding gravel or just dreaming of your next bike packing trip, this adidas flannel shirt keeps you comfortable in cool weather. Brushed fabric feels soft both on and off the bike, and the sleeves are compatible with elbow pads. Shoulder panels and back pleats ensure you can move without restriction. This shirt was made using UNITEFIT — an all-gender fit system that was created with a spectrum of sizes, genders and forms in mind.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000433_1.jpg
369,Made to be Remade Mock Neck Long Sleeve Shirt,Pulse Blue,"This adidas golf shirt is part of a revolution in how we make products. Once you're done wearing it, send it back so we make it into something new. In the meantime, it offers a soft feel and easy range of motion that lets you play your best. The jacquard knit adds texture for elevated style that wears well from course to clubhouse.",Cloth/000435_1.jpg
370,Texas A&amp;M Playmaker Tee,Team Maroon / Ncaa-Tam-741-2,"Shout your support for the Aggies during every big play. This adidas t-shirt is made of soft and lightweight cotton to keep you comfortable no matter where the day takes you. The Texas A&M graphic shows you're a true fan.  We partner with Better Cotton to improve cotton farming globally. Better Cotton makes global cotton production better for the people who produce it, better for the environment it grows in, and better for the sector's future.    Better Cotton is sourced via a chain-of-custody model called mass balance. This means that Better Cotton is not physically traceable to end products. However, Better Cotton Farmers benefit from the demand for Better Cotton in equivalent volumes to those we ""source.""   Find out more here: bettercotton.org/learnmore",Cloth/000436_1.jpg
371,Designed for Training Workout Tee,Aurora Black S24,"This adidas training tee is ready for everything from cardio to weights. No matter how intense the workout, you'll stay dry and focused thanks to AEROREADY technology that wicks away moisture. The slim fit lets you move confidently through every push up and overhead press.   This product is made with at least 70% recycled materials. By reusing materials that have already been created, we help to reduce waste and our reliance on finite resources and reduce the footprint of the products we make.",Cloth/000437_1.jpg
372,Canadiens Home Authentic Jersey,Canadiens Red,"Welcome the Montréal Canadiens back from the road in this adidas authentic home game jersey. AEROREADY keeps you cool as you high-five your bestie when the Habs hammer the puck past the opposing goalie. A mesh underarm insert adds extra breathability for tense overtime moments.   This product is made with Primegreen, a series of high-performance recycled materials.",Cloth/000438_1.jpg
373,Train Essentials Feelready Logo Training Tee,Black / White,"You're only one workout away from a better mood. Slip on this adidas training t-shirt and get after it. The New Lift pattern means you stay covered during overhead movements, like shoulder presses and pull-ups. AEROREADY keeps you dry and ready for anything.  Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/000439_1.jpg
374,Philadelphia Union 23/24 Away Authentic Jersey,Sand Strata S23,"Show whose side you're on when Philadelphia Union steps onto rivals' territory. Standing out over its camouflage-style graphics, this adidas authentic away jersey shows off a simplified team badge on the chest and embossed snakeskin details on the binding tape. Mesh details and moisture-absorbent AEROREADY make it perfect for playing in. If you're missing the full crest, it's on the back neck.",Cloth/000440_1.jpg
375,New York City FC 22/23 Away Authentic Jersey,Orange,"Repeated on flags and banners around Yankee Stadium, the lightning bolt powers New York City FC's home performances. This adidas authentic soccer jersey flashes that same energy during the club's away matches. The shirt players wear on the field, it mixes lightweight details and moisture-wicking AEROREADY for fast-moving play.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000441_1.jpg
376,Blues Home Authentic Jersey,St Louis Royal,"Stroll around the Gateway City with your St. Louis Blues pride in full view in this adidas authentic home game jersey. AEROREADY keeps you cool as you pick up supplies for tonight's tailgate party. A mesh underarm insert adds extra breathability when the hot sauce on the wings kicks in.  This product is made with Primegreen, a series of high-performance recycled materials.",Cloth/000442_1.jpg
377,Hurricanes Home Jersey,Collegiate Orange,"Hurricane pride all the way! Channel game day energy anytime in this adidas Hurricanes football jersey. Home game colors match the iconic uniform players wear when defending their turf.  This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic.",Cloth/000443_1.jpg
378,Adicolor Classics Trefoil Tank Top,White,"Whether it's a chill day or a busy one, this adidas tank top brings you all-day comfort with soft cotton and a classic fit. A statement Trefoil logo stands out loud and proud on the front. Under a jacket, with your favorite shorts or paired with track pants, it brings effortless style to your everyday look.   Our cotton products support more sustainable cotton farming.",Cloth/000445_1.jpg
379,Orlando City 22/23 Away Authentic Jersey,White / Regal Purple,"Helping Orlando City shine on away days. This adidas authentic jersey takes its design inspiration from the club's sun-soaked home. Beneath those multicolored rays, moisture-absorbing AEROREADY and lightweight details support all-action performances on the field. Sitting proudly on the chest, a heat-applied team badge stokes up your soccer passions.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000446_1.jpg
380,FC Bayern Tiro 23 Training Jersey,Black,"Take to the training field in the colors of FC Bayern. This lightweight adidas jersey is perfect for putting in extra effort on the soccer pitch. It includes moisture-absorbing AEROREADY and breathable mesh panels to keep you dry and comfortable when your goals come into view. Inspired by away jersey colors, the heat-transfer badge shows you're aiming high.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000447_1.jpg
381,Toronto FC 23/24 Home Jersey,Solid Grey / Team Power Red,"A celebrated soccer kit, remixed. Toronto FC's title-winning shirt stood out with tonal red hoops and gray sleeves. This adidas home jersey kicks off a new legacy by turning that look on its head. Created to keep fans comfortable, it teams soft fabric with moisture-absorbing AEROREADY. That ""All for One"" signoff above the hem gives a shoutout to the Toronto FC family.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000449_1.jpg
382,Hurricanes Premier Alternate Jersey,Dark Green,"Hurricanes pride looks good in every color. You can channel game day energy no matter where you are in this adidas Hurricanes football jersey. Green and orange matches Miami's alternate uniform.  This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic.",Cloth/000450_1.jpg
383,Seattle Sounders Pride Pre-Match Jersey,White C Ns-Sld / Mls-Ssf-S23,"Let love be your legacy. South African designer Rich Mnisi once wrote that reminder in a handwritten letter to his younger queer self, and today it thrives at the core of the adidas x Rich Mnisi Pride Collection. A celebration of self-expression, imagination, and the unwavering belief that love unites, the collaboration explores fluidity, color, and patterns. This partnership is one part of our effort to honor the LGBTQIA+ community alongside our Global Purpose partner Athlete Ally.  Stand out exactly how you are in a soccer jersey that shows your support for the Seattle Sounders. Moisture-absorbing AEROREADY makes it perfect for taking onto the field.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000451_1.jpg
384,Aggies Swingman Jersey,Team Maroon / White,"Gig 'em! This adidas swingman basketball jersey resembles what the Texas A&M University players wear on the court. It's made of lightweight fabric with mesh panels to enhance breathability while you run the floor or show off that sweet stroke. Moisture-absorbing AEROREADY keeps you dry from tip-off 'til the last whistle.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000452_1.jpg
385,Washington HBE Jersey,Cream White / Team College Purple,"Honor the leaders who paved the way for the University of Washington. This adidas basketball jersey celebrates Black excellence with a vibrant design to reflect their impact in the community. AEROREADY keeps you dry in the pressure moments of the game or while you root for the Huskies from the stands.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000453_1.jpg
386,Techfit Control x RHEON™ Long Sleeve,Black / Black,"Push your pace, up your reps and power through high-impact exercise. This Techfit with RHEON™ top offers low-to-medium compression for intense workouts. A sleek fit lets you focus on performance and the reactive material adapts to your movement to enhance support. AEROREADY keeps you dry as your heart rate rises. The antimicrobial fabric helps you stay fresh and odor-free.   Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/000454_1.jpg
387,Designed for Training Tee,Wonder Beige F23,"Whether you're going after that extra rep in the gym or fitting in a quick session at home, the Designed for Training Tee will help you make it count.   Lift, pull, and push yourself to your limits, fully supported by dynamic cutlines and stretchy elastane that enables freedom of movement in upper body strength training. Tactical seam placement on the shoulders, arms and side body help to prevent chafing, while a unique lift panel will help you reach your gains without restriction. Using sweat-wicking or absorbent materials, adidas AEROREADY products keep you feeling dry as you move.",Cloth/000455_1.jpg
